tweet_id,jpg_url,img_num,pred_rank,pred_name,pred_conf,pred_correct,timestamp,text,expanded_urls,rating_numerator,rating_denominator,name,dog_stage,retweet_count,reply_count,like_count,quote_count,created_at
666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,p2,Shopping Basket,0.0145937999999999,False,2015-11-16 00:55:59+00:00,My oh my. This is a rare blond Canadian terrier on wheels. Only $8.98. Rather docile. 9/10 very rare https://t.co/yWBqbrzy8O,https://twitter.com/dog_rates/status/666057090499244032/photo/1,9,10,a,,112,2,248,0,2015-11-16 00:55:59+00:00
666057090499244032,https://pbs.twimg.com/media/CT5PY90WoAAQGLo.jpg,1,p3,Golden Retriever,0.00795896,True,2015-11-16 00:55:59+00:00,My oh my. This is a rare blond Canadian terrier on wheels. Only $8.98. Rather docile. 9/10 very rare https://t.co/yWBqbrzy8O,https://twitter.com/dog_rates/status/666057090499244032/photo/1,9,10,a,,112,2,248,0,2015-11-16 00:55:59+00:00
666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,p1,Miniature Poodle,0.201493,True,2015-11-16 01:01:59+00:00,Here is the Rand Paul of retrievers folks! He's probably good at poker. Can drink beer (lol rad). 8/10 good dog https://t.co/pYAJkAe76p,https://twitter.com/dog_rates/status/666058600524156928/photo/1,8,10,the,,47,3,99,0,2015-11-16 01:01:59+00:00
666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,p2,Komondor,0.192305,True,2015-11-16 01:01:59+00:00,Here is the Rand Paul of retrievers folks! He's probably good at poker. Can drink beer (lol rad). 8/10 good dog https://t.co/pYAJkAe76p,https://twitter.com/dog_rates/status/666058600524156928/photo/1,8,10,the,,47,3,99,0,2015-11-16 01:01:59+00:00
666058600524156928,https://pbs.twimg.com/media/CT5Qw94XAAA_2dP.jpg,1,p3,Soft-Coated Wheaten Terrier,0.0820861,True,2015-11-16 01:01:59+00:00,Here is the Rand Paul of retrievers folks! He's probably good at poker. Can drink beer (lol rad). 8/10 good dog https://t.co/pYAJkAe76p,https://twitter.com/dog_rates/status/666058600524156928/photo/1,8,10,the,,47,3,99,0,2015-11-16 01:01:59+00:00
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,p1,Gordon Setter,0.503672,True,2015-11-16 01:52:02+00:00,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,https://twitter.com/dog_rates/status/666071193221509120/photo/1,9,10,,,51,1,127,0,2015-11-16 01:52:02+00:00
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,p2,Yorkshire Terrier,0.174201,True,2015-11-16 01:52:02+00:00,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,https://twitter.com/dog_rates/status/666071193221509120/photo/1,9,10,,,51,1,127,0,2015-11-16 01:52:02+00:00
666071193221509120,https://pbs.twimg.com/media/CT5cN_3WEAAlOoZ.jpg,1,p3,Pekinese,0.109454,True,2015-11-16 01:52:02+00:00,Here we have a northern speckled Rhododendron. Much sass. Gives 0 fucks. Good tongue. 9/10 would caress sensually https://t.co/ZoL8kq2XFx,https://twitter.com/dog_rates/status/666071193221509120/photo/1,9,10,,,51,1,127,0,2015-11-16 01:52:02+00:00
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,p1,Walker Hound,0.260857,True,2015-11-16 01:59:36+00:00,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,https://twitter.com/dog_rates/status/666073100786774016/photo/1,10,10,,,131,2,274,0,2015-11-16 01:59:36+00:00
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,p2,English Foxhound,0.1753819999999999,True,2015-11-16 01:59:36+00:00,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,https://twitter.com/dog_rates/status/666073100786774016/photo/1,10,10,,,131,2,274,0,2015-11-16 01:59:36+00:00
666073100786774016,https://pbs.twimg.com/media/CT5d9DZXAAALcwe.jpg,1,p3,Ibizan Hound,0.0974705,True,2015-11-16 01:59:36+00:00,Let's hope this flight isn't Malaysian (lol). What a dog! Almost completely camouflaged. 10/10 I trust this pilot https://t.co/Yk6GHE9tOY,https://twitter.com/dog_rates/status/666073100786774016/photo/1,10,10,,,131,2,274,0,2015-11-16 01:59:36+00:00
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,p1,Lhasa,0.58233,True,2015-11-16 03:44:34+00:00,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,https://twitter.com/dog_rates/status/666099513787052032/photo/1,8,10,,,53,1,134,0,2015-11-16 03:44:34+00:00
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,p2,Shih-Tzu,0.166192,True,2015-11-16 03:44:34+00:00,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,https://twitter.com/dog_rates/status/666099513787052032/photo/1,8,10,,,53,1,134,0,2015-11-16 03:44:34+00:00
666099513787052032,https://pbs.twimg.com/media/CT51-JJUEAA6hV8.jpg,1,p3,Dandie Dinmont,0.0896883,True,2015-11-16 03:44:34+00:00,Can stand on stump for what seems like a while. Built that birdhouse? Impressive. Made friends with a squirrel. 8/10 https://t.co/Ri4nMTLq5C,https://twitter.com/dog_rates/status/666099513787052032/photo/1,8,10,,,53,1,134,0,2015-11-16 03:44:34+00:00
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,p1,English Setter,0.298617,True,2015-11-16 03:55:04+00:00,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,https://twitter.com/dog_rates/status/666102155909144576/photo/1,11,10,,,11,0,66,0,2015-11-16 03:55:04+00:00
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,p2,Newfoundland,0.149842,True,2015-11-16 03:55:04+00:00,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,https://twitter.com/dog_rates/status/666102155909144576/photo/1,11,10,,,11,0,66,0,2015-11-16 03:55:04+00:00
666102155909144576,https://pbs.twimg.com/media/CT54YGiWUAEZnoK.jpg,1,p3,Borzoi,0.133649,True,2015-11-16 03:55:04+00:00,Oh my. Here you are seeing an Adobe Setter giving birth to twins!!! The world is an amazing place. 11/10 https://t.co/11LvqN4WLq,https://twitter.com/dog_rates/status/666102155909144576/photo/1,11,10,,,11,0,66,0,2015-11-16 03:55:04+00:00
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,p1,Hen,0.965932,False,2015-11-16 04:02:55+00:00,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,https://twitter.com/dog_rates/status/666104133288665088/photo/1,1,10,,,5483,108,12895,118,2015-11-16 04:02:55+00:00
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,p2,Cock,0.0339194,False,2015-11-16 04:02:55+00:00,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,https://twitter.com/dog_rates/status/666104133288665088/photo/1,1,10,,,5483,108,12895,118,2015-11-16 04:02:55+00:00
666104133288665088,https://pbs.twimg.com/media/CT56LSZWoAAlJj2.jpg,1,p3,Partridge,5.20658e-05,False,2015-11-16 04:02:55+00:00,Not familiar with this breed. No tail (weird). Only 2 legs. Doesn't bark. Surprisingly quick. Shits eggs. 1/10 https://t.co/Asgdc6kuLX,https://twitter.com/dog_rates/status/666104133288665088/photo/1,1,10,,,5483,108,12895,118,2015-11-16 04:02:55+00:00
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,p1,Desktop Computer,0.086502,False,2015-11-16 14:57:41+00:00,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,https://twitter.com/dog_rates/status/666268910803644416/photo/1,10,10,,,38,2,99,0,2015-11-16 14:57:41+00:00
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,p2,Desk,0.0855474,False,2015-11-16 14:57:41+00:00,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,https://twitter.com/dog_rates/status/666268910803644416/photo/1,10,10,,,38,2,99,0,2015-11-16 14:57:41+00:00
666268910803644416,https://pbs.twimg.com/media/CT8QCd1WEAADXws.jpg,1,p3,Bookcase,0.0794797,False,2015-11-16 14:57:41+00:00,Very concerned about fellow dog trapped in computer. 10/10 https://t.co/0yxApIikpk,https://twitter.com/dog_rates/status/666268910803644416/photo/1,10,10,,,38,2,99,0,2015-11-16 14:57:41+00:00
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,p1,Italian Greyhound,0.176053,True,2015-11-16 15:14:19+00:00,Can take selfies 11/10 https://t.co/ws2AMaNwPW,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11,10,,,68,0,152,0,2015-11-16 15:14:19+00:00
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,p2,Toy Terrier,0.111884,True,2015-11-16 15:14:19+00:00,Can take selfies 11/10 https://t.co/ws2AMaNwPW,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11,10,,,68,0,152,0,2015-11-16 15:14:19+00:00
666273097616637952,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,1,p3,Basenji,0.111152,True,2015-11-16 15:14:19+00:00,Can take selfies 11/10 https://t.co/ws2AMaNwPW,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11,10,,,68,0,152,0,2015-11-16 15:14:19+00:00
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,p1,Three-Toed Sloth,0.914671,False,2015-11-16 16:37:02+00:00,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3,10,a,,289,5,426,1,2015-11-16 16:37:02+00:00
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,p2,Otter,0.01525,False,2015-11-16 16:37:02+00:00,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3,10,a,,289,5,426,1,2015-11-16 16:37:02+00:00
666293911632134144,https://pbs.twimg.com/media/CT8mx7KW4AEQu8N.jpg,1,p3,Great Grey Owl,0.0132072,False,2015-11-16 16:37:02+00:00,This is a funny dog. Weird toes. Won't come down. Loves branch. Refuses to eat his food. Hard to cuddle with. 3/10 https://t.co/IIXis0zta0,https://twitter.com/dog_rates/status/666293911632134144/photo/1,3,10,a,,289,5,426,1,2015-11-16 16:37:02+00:00
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,p1,Ox,0.4166689999999999,False,2015-11-16 19:31:45+00:00,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9,10,an,,79,1,168,0,2015-11-16 19:31:45+00:00
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,p2,Newfoundland,0.278407,True,2015-11-16 19:31:45+00:00,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9,10,an,,79,1,168,0,2015-11-16 19:31:45+00:00
666337882303524864,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,1,p3,Groenendael,0.102643,True,2015-11-16 19:31:45+00:00,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9,10,an,,79,1,168,0,2015-11-16 19:31:45+00:00
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,p1,Golden Retriever,0.8587440000000001,True,2015-11-16 20:01:42+00:00,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10,10,,,124,3,245,0,2015-11-16 20:01:42+00:00
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,p2,Chesapeake Bay Retriever,0.0547868,True,2015-11-16 20:01:42+00:00,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10,10,,,124,3,245,0,2015-11-16 20:01:42+00:00
666345417576210432,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,1,p3,Labrador Retriever,0.0142408999999999,True,2015-11-16 20:01:42+00:00,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10,10,,,124,3,245,0,2015-11-16 20:01:42+00:00
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,p1,Malamute,0.3368739999999999,True,2015-11-16 20:32:58+00:00,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8,10,,,58,1,179,0,2015-11-16 20:32:58+00:00
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,p2,Siberian Husky,0.147655,True,2015-11-16 20:32:58+00:00,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8,10,,,58,1,179,0,2015-11-16 20:32:58+00:00
666353288456101888,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,1,p3,Eskimo Dog,0.0934123999999999,True,2015-11-16 20:32:58+00:00,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8,10,,,58,1,179,0,2015-11-16 20:32:58+00:00
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,p1,Chihuahua,0.978108,True,2015-11-16 23:23:41+00:00,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9,10,,,69,3,147,0,2015-11-16 23:23:41+00:00
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,p2,Toy Terrier,0.00939697,True,2015-11-16 23:23:41+00:00,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9,10,,,69,3,147,0,2015-11-16 23:23:41+00:00
666396247373291520,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,1,p3,Papillon,0.00457681,True,2015-11-16 23:23:41+00:00,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9,10,,,69,3,147,0,2015-11-16 23:23:41+00:00
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,p1,Black-And-Tan Coonhound,0.529139,True,2015-11-17 00:06:54+00:00,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,a,,30,0,93,0,2015-11-17 00:06:54+00:00
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,p2,Bloodhound,0.24422,True,2015-11-17 00:06:54+00:00,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,a,,30,0,93,0,2015-11-17 00:06:54+00:00
666407126856765440,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,1,p3,Flat-Coated Retriever,0.17381,True,2015-11-17 00:06:54+00:00,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,a,,30,0,93,0,2015-11-17 00:06:54+00:00
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,p1,Toy Terrier,0.14968,True,2015-11-17 00:53:15+00:00,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,Walter,,39,0,107,0,2015-11-17 00:53:15+00:00
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,p2,Papillon,0.148258,True,2015-11-17 00:53:15+00:00,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,Walter,,39,0,107,0,2015-11-17 00:53:15+00:00
666418789513326592,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,1,p3,Chihuahua,0.14286,True,2015-11-17 00:53:15+00:00,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,Walter,,39,0,107,0,2015-11-17 00:53:15+00:00
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,p1,Blenheim Spaniel,0.906777,True,2015-11-17 01:02:40+00:00,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,,,91,1,272,0,2015-11-17 01:02:40+00:00
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,p2,Cocker Spaniel,0.0903464,True,2015-11-17 01:02:40+00:00,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,,,91,1,272,0,2015-11-17 01:02:40+00:00
666421158376562688,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,1,p3,Shih-Tzu,0.00111687,True,2015-11-17 01:02:40+00:00,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,,,91,1,272,0,2015-11-17 01:02:40+00:00
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,p1,Pembroke,0.371361,True,2015-11-17 01:30:57+00:00,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,,,67,1,139,0,2015-11-17 01:30:57+00:00
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,p2,Chow,0.249394,True,2015-11-17 01:30:57+00:00,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,,,67,1,139,0,2015-11-17 01:30:57+00:00
666428276349472768,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,1,p3,Pomeranian,0.241878,True,2015-11-17 01:30:57+00:00,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,,,67,1,139,0,2015-11-17 01:30:57+00:00
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,p1,Chesapeake Bay Retriever,0.18413,True,2015-11-17 02:00:15+00:00,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",https://twitter.com/dog_rates/status/666435652385423360/photo/1,10,10,,,42,1,138,1,2015-11-17 02:00:15+00:00
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,p2,Chain Saw,0.0567753,False,2015-11-17 02:00:15+00:00,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",https://twitter.com/dog_rates/status/666435652385423360/photo/1,10,10,,,42,1,138,1,2015-11-17 02:00:15+00:00
666435652385423360,https://pbs.twimg.com/media/CT-nsTQWEAEkyDn.jpg,1,p3,Power Drill,0.0367634,False,2015-11-17 02:00:15+00:00,"""Can you behave? You're ruining my wedding day""
DOG: idgaf this flashlight tastes good as hell

10/10 https://t.co/GlFZPzqcEU",https://twitter.com/dog_rates/status/666435652385423360/photo/1,10,10,,,42,1,138,1,2015-11-17 02:00:15+00:00
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,p1,Ibizan Hound,0.0443334,True,2015-11-17 15:51:26+00:00,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,Jimothy,,69,4,208,0,2015-11-17 15:51:26+00:00
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,p2,Pembroke,0.0432093,True,2015-11-17 15:51:26+00:00,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,Jimothy,,69,4,208,0,2015-11-17 15:51:26+00:00
666644823164719104,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,1,p3,West Highland White Terrier,0.0389056,True,2015-11-17 15:51:26+00:00,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,Jimothy,,69,4,208,0,2015-11-17 15:51:26+00:00
